text,label,channel,language,source
Nimma Example Bank account block agide. Unblock madoke http://invalid.example/bank-unblock link open madi netbanking password enter madi. Batch Token #2028.,payment_or_credential_scam,sms,kn-en,synthetic_reviewed
"Refund Notification: An overcharged amount of Rs 3,450 is pending for your utility bill. Claim refund to your UPI ID demo_refund@invalid by providing your card details at http://invalid.example/utility-refund. Batch Token #2029.",payment_or_credential_scam,email,en,synthetic_reviewed
"Sir, I am buying your sofa listed on classifieds. I have sent an advance of Rs 15,000 to your GooglePay/PhonePe. Click on the notification and enter your 6-digit UPI PIN to receive the money into your account. Batch Token #2030.",UPI_QR_scam,sms,en,synthetic_reviewed
"Bhaiya, main OLX buyer hoon. Aapko advance payment Rs 8,000 bhej raha hoon. Aapke UPI app par ek request aayi hai, apna UPI PIN daaliye aur paisa account me credit ho jayega. Batch Token #2031.",UPI_QR_scam,whatsapp,hi-en,synthetic_reviewed
"Nimma product na purchase madthidene. Advance Rs 5,000 transfer madlikke link kalsidini. UPI PIN enter madi money receive madi. Batch Token #2032.",UPI_QR_scam,whatsapp,kn-en,synthetic_reviewed
"Example Bank Alert: You have received a cash prize of Rs 25,000. Scan this dynamic QR code and enter your confidential UPI PIN to credit funds to your bank account immediately. Batch Token #2033.",UPI_QR_scam,qr,en,synthetic_reviewed
"Aapko Example Bank lottery me Rs 50,000 mila hai. Ye QR code scan kijiye aur apna UPI PIN enter karke cashback receive kijiye. Batch Token #2034.",UPI_QR_scam,qr,hi-en,synthetic_reviewed
"Payment Successful! Rs 18,500 transferred to your shop via Paytm/PhonePe. Transaction ID: TXN998822. Please hand over the electronics items to our driver immediately. Batch Token #2035.",fake_payment_scam,sms,en,synthetic_reviewed
"Dukandar bhaiya, maine Google Pay se Rs 4,500 bhej diya hai. Screenshot dekh lijiye 'Payment Approved to Merchant'. Server slow hai isliye message thodi der me aayega, saaman pack karke de dijiye. Batch Token #2036.",fake_payment_scam,call,hi-en,synthetic_reviewed
"Payment credited: Rs 12,000 sent from Example Bank to test_merchant@invalid. Reference No: REF0019284. Show this receipt to shopkeeper. Batch Token #2037.",fake_payment_scam,sms,en,synthetic_reviewed
"Nimma account ge Rs 7,000 Google Pay inda send madidini. Screenshot nodi, goods release madi bega. Batch Token #2038.",fake_payment_scam,whatsapp,kn-en,synthetic_reviewed
"Dear Merchant, Rs 9,200 has been debited from buyer and held in escrow by Test Telecom Pay. Dispatched courier will confirm release. Batch Token #2039.",fake_payment_scam,sms,en,synthetic_reviewed
"URGENT: Your Example Bank debit card has been blocked due to suspicious activity. Click http://invalid.example/reactivate-card and submit your 16-digit card number, CVV, and net banking password to restore access. Batch Token #2040.",payment_or_credential_scam,sms,en,synthetic_reviewed
"Aapka Example Bank account KYC expire ho gaya hai. 24 ghante me account band ho jayega. Turant http://invalid.example/kyc-update par jakar apna Aadhaar, PAN aur OTP verify karein. Batch Token #2041.",payment_or_credential_scam,sms,hi-en,synthetic_reviewed
"Dear Customer, congratulations! You have been approved for a pre-approved loan of Rs 5,00,000 at 0% interest. Enter your bank account login credentials and OTP at http://invalid.example/instant-loan to claim. Batch Token #2042.",payment_or_credential_scam,sms,en,synthetic_reviewed
Nimma Example Bank account block agide. Unblock madoke http://invalid.example/bank-unblock link open madi netbanking password enter madi. Batch Token #2043.,payment_or_credential_scam,sms,kn-en,synthetic_reviewed
"Refund Notification: An overcharged amount of Rs 3,450 is pending for your utility bill. Claim refund to your UPI ID demo_refund@invalid by providing your card details at http://invalid.example/utility-refund. Batch Token #2044.",payment_or_credential_scam,email,en,synthetic_reviewed
"Sir, I am buying your sofa listed on classifieds. I have sent an advance of Rs 15,000 to your GooglePay/PhonePe. Click on the notification and enter your 6-digit UPI PIN to receive the money into your account. Batch Token #2045.",UPI_QR_scam,sms,en,synthetic_reviewed
"Bhaiya, main OLX buyer hoon. Aapko advance payment Rs 8,000 bhej raha hoon. Aapke UPI app par ek request aayi hai, apna UPI PIN daaliye aur paisa account me credit ho jayega. Batch Token #2046.",UPI_QR_scam,whatsapp,hi-en,synthetic_reviewed
"Nimma product na purchase madthidene. Advance Rs 5,000 transfer madlikke link kalsidini. UPI PIN enter madi money receive madi. Batch Token #2047.",UPI_QR_scam,whatsapp,kn-en,synthetic_reviewed
"Example Bank Alert: You have received a cash prize of Rs 25,000. Scan this dynamic QR code and enter your confidential UPI PIN to credit funds to your bank account immediately. Batch Token #2048.",UPI_QR_scam,qr,en,synthetic_reviewed
"Aapko Example Bank lottery me Rs 50,000 mila hai. Ye QR code scan kijiye aur apna UPI PIN enter karke cashback receive kijiye. Batch Token #2049.",UPI_QR_scam,qr,hi-en,synthetic_reviewed
"Payment Successful! Rs 18,500 transferred to your shop via Paytm/PhonePe. Transaction ID: TXN998822. Please hand over the electronics items to our driver immediately. Batch Token #2050.",fake_payment_scam,sms,en,synthetic_reviewed
"Dukandar bhaiya, maine Google Pay se Rs 4,500 bhej diya hai. Screenshot dekh lijiye 'Payment Approved to Merchant'. Server slow hai isliye message thodi der me aayega, saaman pack karke de dijiye. Batch Token #2051.",fake_payment_scam,call,hi-en,synthetic_reviewed
"Payment credited: Rs 12,000 sent from Example Bank to test_merchant@invalid. Reference No: REF0019284. Show this receipt to shopkeeper. Batch Token #2052.",fake_payment_scam,sms,en,synthetic_reviewed
"Nimma account ge Rs 7,000 Google Pay inda send madidini. Screenshot nodi, goods release madi bega. Batch Token #2053.",fake_payment_scam,whatsapp,kn-en,synthetic_reviewed
"Dear Merchant, Rs 9,200 has been debited from buyer and held in escrow by Test Telecom Pay. Dispatched courier will confirm release. Batch Token #2054.",fake_payment_scam,sms,en,synthetic_reviewed
"URGENT: Your Example Bank debit card has been blocked due to suspicious activity. Click http://invalid.example/reactivate-card and submit your 16-digit card number, CVV, and net banking password to restore access. Batch Token #2055.",payment_or_credential_scam,sms,en,synthetic_reviewed
"Aapka Example Bank account KYC expire ho gaya hai. 24 ghante me account band ho jayega. Turant http://invalid.example/kyc-update par jakar apna Aadhaar, PAN aur OTP verify karein. Batch Token #2056.",payment_or_credential_scam,sms,hi-en,synthetic_reviewed
"Dear Customer, congratulations! You have been approved for a pre-approved loan of Rs 5,00,000 at 0% interest. Enter your bank account login credentials and OTP at http://invalid.example/instant-loan to claim. Batch Token #2057.",payment_or_credential_scam,sms,en,synthetic_reviewed
Nimma Example Bank account block agide. Unblock madoke http://invalid.example/bank-unblock link open madi netbanking password enter madi. Batch Token #2058.,payment_or_credential_scam,sms,kn-en,synthetic_reviewed
"Refund Notification: An overcharged amount of Rs 3,450 is pending for your utility bill. Claim refund to your UPI ID demo_refund@invalid by providing your card details at http://invalid.example/utility-refund. Batch Token #2059.",payment_or_credential_scam,email,en,synthetic_reviewed
"Sir, I am buying your sofa listed on classifieds. I have sent an advance of Rs 15,000 to your GooglePay/PhonePe. Click on the notification and enter your 6-digit UPI PIN to receive the money into your account. Batch Token #2060.",UPI_QR_scam,sms,en,synthetic_reviewed
"Bhaiya, main OLX buyer hoon. Aapko advance payment Rs 8,000 bhej raha hoon. Aapke UPI app par ek request aayi hai, apna UPI PIN daaliye aur paisa account me credit ho jayega. Batch Token #2061.",UPI_QR_scam,whatsapp,hi-en,synthetic_reviewed
"Nimma product na purchase madthidene. Advance Rs 5,000 transfer madlikke link kalsidini. UPI PIN enter madi money receive madi. Batch Token #2062.",UPI_QR_scam,whatsapp,kn-en,synthetic_reviewed
"Example Bank Alert: You have received a cash prize of Rs 25,000. Scan this dynamic QR code and enter your confidential UPI PIN to credit funds to your bank account immediately. Batch Token #2063.",UPI_QR_scam,qr,en,synthetic_reviewed
"Aapko Example Bank lottery me Rs 50,000 mila hai. Ye QR code scan kijiye aur apna UPI PIN enter karke cashback receive kijiye. Batch Token #2064.",UPI_QR_scam,qr,hi-en,synthetic_reviewed
"Payment Successful! Rs 18,500 transferred to your shop via Paytm/PhonePe. Transaction ID: TXN998822. Please hand over the electronics items to our driver immediately. Batch Token #2065.",fake_payment_scam,sms,en,synthetic_reviewed
"Dukandar bhaiya, maine Google Pay se Rs 4,500 bhej diya hai. Screenshot dekh lijiye 'Payment Approved to Merchant'. Server slow hai isliye message thodi der me aayega, saaman pack karke de dijiye. Batch Token #2066.",fake_payment_scam,call,hi-en,synthetic_reviewed
"Payment credited: Rs 12,000 sent from Example Bank to test_merchant@invalid. Reference No: REF0019284. Show this receipt to shopkeeper. Batch Token #2067.",fake_payment_scam,sms,en,synthetic_reviewed
"Nimma account ge Rs 7,000 Google Pay inda send madidini. Screenshot nodi, goods release madi bega. Batch Token #2068.",fake_payment_scam,whatsapp,kn-en,synthetic_reviewed
"Dear Merchant, Rs 9,200 has been debited from buyer and held in escrow by Test Telecom Pay. Dispatched courier will confirm release. Batch Token #2069.",fake_payment_scam,sms,en,synthetic_reviewed
"URGENT: Your Example Bank debit card has been blocked due to suspicious activity. Click http://invalid.example/reactivate-card and submit your 16-digit card number, CVV, and net banking password to restore access. Batch Token #2070.",payment_or_credential_scam,sms,en,synthetic_reviewed
"Aapka Example Bank account KYC expire ho gaya hai. 24 ghante me account band ho jayega. Turant http://invalid.example/kyc-update par jakar apna Aadhaar, PAN aur OTP verify karein. Batch Token #2071.",payment_or_credential_scam,sms,hi-en,synthetic_reviewed
"Dear Customer, congratulations! You have been approved for a pre-approved loan of Rs 5,00,000 at 0% interest. Enter your bank account login credentials and OTP at http://invalid.example/instant-loan to claim. Batch Token #2072.",payment_or_credential_scam,sms,en,synthetic_reviewed
Nimma Example Bank account block agide. Unblock madoke http://invalid.example/bank-unblock link open madi netbanking password enter madi. Batch Token #2073.,payment_or_credential_scam,sms,kn-en,synthetic_reviewed
"Refund Notification: An overcharged amount of Rs 3,450 is pending for your utility bill. Claim refund to your UPI ID demo_refund@invalid by providing your card details at http://invalid.example/utility-refund. Batch Token #2074.",payment_or_credential_scam,email,en,synthetic_reviewed
"Sir, I am buying your sofa listed on classifieds. I have sent an advance of Rs 15,000 to your GooglePay/PhonePe. Click on the notification and enter your 6-digit UPI PIN to receive the money into your account. Batch Token #2075.",UPI_QR_scam,sms,en,synthetic_reviewed
"Bhaiya, main OLX buyer hoon. Aapko advance payment Rs 8,000 bhej raha hoon. Aapke UPI app par ek request aayi hai, apna UPI PIN daaliye aur paisa account me credit ho jayega. Batch Token #2076.",UPI_QR_scam,whatsapp,hi-en,synthetic_reviewed
"Nimma product na purchase madthidene. Advance Rs 5,000 transfer madlikke link kalsidini. UPI PIN enter madi money receive madi. Batch Token #2077.",UPI_QR_scam,whatsapp,kn-en,synthetic_reviewed
"Example Bank Alert: You have received a cash prize of Rs 25,000. Scan this dynamic QR code and enter your confidential UPI PIN to credit funds to your bank account immediately. Batch Token #2078.",UPI_QR_scam,qr,en,synthetic_reviewed
"Aapko Example Bank lottery me Rs 50,000 mila hai. Ye QR code scan kijiye aur apna UPI PIN enter karke cashback receive kijiye. Batch Token #2079.",UPI_QR_scam,qr,hi-en,synthetic_reviewed
"Payment Successful! Rs 18,500 transferred to your shop via Paytm/PhonePe. Transaction ID: TXN998822. Please hand over the electronics items to our driver immediately. Batch Token #2080.",fake_payment_scam,sms,en,synthetic_reviewed
"Dukandar bhaiya, maine Google Pay se Rs 4,500 bhej diya hai. Screenshot dekh lijiye 'Payment Approved to Merchant'. Server slow hai isliye message thodi der me aayega, saaman pack karke de dijiye. Batch Token #2081.",fake_payment_scam,call,hi-en,synthetic_reviewed
"Payment credited: Rs 12,000 sent from Example Bank to test_merchant@invalid. Reference No: REF0019284. Show this receipt to shopkeeper. Batch Token #2082.",fake_payment_scam,sms,en,synthetic_reviewed
"Nimma account ge Rs 7,000 Google Pay inda send madidini. Screenshot nodi, goods release madi bega. Batch Token #2083.",fake_payment_scam,whatsapp,kn-en,synthetic_reviewed
"Dear Merchant, Rs 9,200 has been debited from buyer and held in escrow by Test Telecom Pay. Dispatched courier will confirm release. Batch Token #2084.",fake_payment_scam,sms,en,synthetic_reviewed
"URGENT: Your Example Bank debit card has been blocked due to suspicious activity. Click http://invalid.example/reactivate-card and submit your 16-digit card number, CVV, and net banking password to restore access. Batch Token #2085.",payment_or_credential_scam,sms,en,synthetic_reviewed
"Aapka Example Bank account KYC expire ho gaya hai. 24 ghante me account band ho jayega. Turant http://invalid.example/kyc-update par jakar apna Aadhaar, PAN aur OTP verify karein. Batch Token #2086.",payment_or_credential_scam,sms,hi-en,synthetic_reviewed
"Dear Customer, congratulations! You have been approved for a pre-approved loan of Rs 5,00,000 at 0% interest. Enter your bank account login credentials and OTP at http://invalid.example/instant-loan to claim. Batch Token #2087.",payment_or_credential_scam,sms,en,synthetic_reviewed
Nimma Example Bank account block agide. Unblock madoke http://invalid.example/bank-unblock link open madi netbanking password enter madi. Batch Token #2088.,payment_or_credential_scam,sms,kn-en,synthetic_reviewed
"Refund Notification: An overcharged amount of Rs 3,450 is pending for your utility bill. Claim refund to your UPI ID demo_refund@invalid by providing your card details at http://invalid.example/utility-refund. Batch Token #2089.",payment_or_credential_scam,email,en,synthetic_reviewed
"Sir, I am buying your sofa listed on classifieds. I have sent an advance of Rs 15,000 to your GooglePay/PhonePe. Click on the notification and enter your 6-digit UPI PIN to receive the money into your account. Batch Token #2090.",UPI_QR_scam,sms,en,synthetic_reviewed
"Bhaiya, main OLX buyer hoon. Aapko advance payment Rs 8,000 bhej raha hoon. Aapke UPI app par ek request aayi hai, apna UPI PIN daaliye aur paisa account me credit ho jayega. Batch Token #2091.",UPI_QR_scam,whatsapp,hi-en,synthetic_reviewed
"Nimma product na purchase madthidene. Advance Rs 5,000 transfer madlikke link kalsidini. UPI PIN enter madi money receive madi. Batch Token #2092.",UPI_QR_scam,whatsapp,kn-en,synthetic_reviewed
"Example Bank Alert: You have received a cash prize of Rs 25,000. Scan this dynamic QR code and enter your confidential UPI PIN to credit funds to your bank account immediately. Batch Token #2093.",UPI_QR_scam,qr,en,synthetic_reviewed
"Aapko Example Bank lottery me Rs 50,000 mila hai. Ye QR code scan kijiye aur apna UPI PIN enter karke cashback receive kijiye. Batch Token #2094.",UPI_QR_scam,qr,hi-en,synthetic_reviewed
"Payment Successful! Rs 18,500 transferred to your shop via Paytm/PhonePe. Transaction ID: TXN998822. Please hand over the electronics items to our driver immediately. Batch Token #2095.",fake_payment_scam,sms,en,synthetic_reviewed
"Dukandar bhaiya, maine Google Pay se Rs 4,500 bhej diya hai. Screenshot dekh lijiye 'Payment Approved to Merchant'. Server slow hai isliye message thodi der me aayega, saaman pack karke de dijiye. Batch Token #2096.",fake_payment_scam,call,hi-en,synthetic_reviewed
"Payment credited: Rs 12,000 sent from Example Bank to test_merchant@invalid. Reference No: REF0019284. Show this receipt to shopkeeper. Batch Token #2097.",fake_payment_scam,sms,en,synthetic_reviewed
"Nimma account ge Rs 7,000 Google Pay inda send madidini. Screenshot nodi, goods release madi bega. Batch Token #2098.",fake_payment_scam,whatsapp,kn-en,synthetic_reviewed
"Dear Merchant, Rs 9,200 has been debited from buyer and held in escrow by Test Telecom Pay. Dispatched courier will confirm release. Batch Token #2099.",fake_payment_scam,sms,en,synthetic_reviewed
