text,label,channel,language,source
Aapka Test Telecom ka connection agle 2 ghante me block kar diya jayega kyonki aapke number se illegal activities report hui hain. Bachne ke liye abhi hamare verification officer se baat kijiye aur details verify kariye. Reference Case #1031.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
Delhi Police Special Crime branch se call hai. Aapka bank account ek illegal betting syndicate se connected paya gaya hai. Aap abhi digital arrest me hain. Kamra band kijiye aur call kisi halat me mat katiye. Reference Case #1032.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
"Income Tax department notice: Aapke khate me Rs 5,00,000 ka unaccounted money aaya hai. Penalty se bachne ke liye abhi demo_refund@invalid par clearance tax submit karo nahi toh ghar par raid hogi. Reference Case #1033.",authority_impersonation_scam,call,en,synthetic_reviewed
Mumbai Crime Branch verification: Aapka passport suspend kiya ja raha hai. Agar apna naam clear karwana hai toh turant hamare officer ke sath line par rahiye aur video call join kijiye. Reference Case #1034.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
"Hello sir, I am calling from Example Bank technical department. Your net banking access has a high-risk security vulnerability. To secure your account, please download RemoteAssistDemo app from Play Store and read out the 9-digit session code. Reference Case #1035.",remote_access_scam,call,en,synthetic_reviewed
Calling from Test Telecom 5G technical support. Your SIM card is being upgraded to 5G. Kindly install SupportDemo from example.com and share your screen so our engineer can complete tower calibration. Reference Case #1036.,remote_access_scam,call,en,synthetic_reviewed
Customer Care from Example Bank: Unusual login detected from overseas. Install ScreenHelpDemo on your smartphone immediately and accept the remote connection prompt to protect your funds. Reference Case #1037.,remote_access_scam,call,en,synthetic_reviewed
Electricity Department Support: Your smart meter power connection will be cut off tonight at 9:30 PM. Download RemoteAssistDemo immediately to update your electricity bill meter configuration. Reference Case #1038.,remote_access_scam,call,en,synthetic_reviewed
"Credit Card Division: We are increasing your credit limit to Rs 5,00,000 with zero charges. Install SupportDemo app and enter your 16-digit card number and CVV on screen. Reference Case #1039.",remote_access_scam,call,en,synthetic_reviewed
"Namaste sir, main Example Bank customer service se baat kar raha hoon. Aapke account me unauthorized access hua hai. Account ko secure karne ke liye Play Store se RemoteAssistDemo download kijiye aur screen share code batayein. Reference Case #1040.",remote_access_scam,call,hi-en,synthetic_reviewed
Bijli vibhag alert: Aapka electricity bill update nahi hua hai. Aaj raat 10 baje line cut jayegi. Jaldi se SupportDemo app install karke meter update karwayein. Reference Case #1041.,remote_access_scam,call,en,synthetic_reviewed
Example Bank card division: Aapka reward points expire ho raha hai. Points redeem karke cash account me lene ke liye RemoteAssistDemo install karein aur permission allow karein. Reference Case #1042.,remote_access_scam,call,hi-en,synthetic_reviewed
Test Telecom KYC alert: Aapka biometric verification incomplete hai. SIM band hone se bachane ke liye ScreenHelpDemo app download karke online verification process complete karein. Reference Case #1043.,remote_access_scam,call,hi-en,synthetic_reviewed
"Loan approval officer calling: Aapka Rs 2,00,000 ka instant loan approve ho gaya hai. Payout lene ke liye RemoteAssistDemo install karke document share karein. Reference Case #1044.",remote_access_scam,call,hi-en,synthetic_reviewed
"Idhu Example Bank support inda call madthiroodu. Nimma account KYC update agilla, ivatte block agutthe. Bega RemoteAssistDemo app download madi code heli. Reference Case #1045.",remote_access_scam,call,kn-en,synthetic_reviewed
"Sample Cyber Office inda call. Nimma hesaralli illegal parcel seize agidhe. Call cut madbedi, digital custody alli idheera. demo_payment@invalid ge verification amount kalsi. Reference Case #1046.",authority_impersonation_scam,call,kn-en,synthetic_reviewed
"Electricity bill update illa antha power disconnect agutthe. SupportDemo app install madi verification mugisi, urgent. Reference Case #1047.",remote_access_scam,call,kn-en,synthetic_reviewed
Credit card limit 2 lakh ge jasti madlikke Example Bank inda call. ScreenHelpDemo app install madi screen share on madi. Reference Case #1048.,remote_access_scam,call,kn-en,synthetic_reviewed
"Test Telecom inda call, nimma SIM card within 2 hours deactivation agutthe. Turantagagi verification officer jothe matanadi. Reference Case #1049.",authority_impersonation_scam,call,kn-en,synthetic_reviewed
This is Officer Sharma calling from Sample Cyber Office New Delhi. A parcel sent in your name to Cambodia containing illegal passports and narcotics has been seized at customs. An arrest warrant has been issued against your Aadhaar number. Do not disconnect this call or tell anyone. You must transfer penalty funds to test_merchant@invalid immediately to verify innocence. Reference Case #1050.,authority_impersonation_scam,call,en,synthetic_reviewed
Calling from Supreme Court Enforcement Cell. Your mobile number +91 00000 00000 is linked to a multi-crore money laundering investigation. You are under immediate digital arrest. Stay on video call in a closed room and do not contact your family or lawyer. Reference Case #1051.,authority_impersonation_scam,call,en,synthetic_reviewed
"Attention, this is Deputy Commissioner calling from Central Crime Branch. A bank account registered under your credentials was used to receive illegal funds. Stay connected on Skype or WhatsApp video call for live statement recording. Reference Case #1052.",authority_impersonation_scam,call,en,synthetic_reviewed
"Notice from CBI Investigation Wing: Non-bailable warrant issued for your arrest in financial tax fraud. To apply for immediate bail clearance, deposit verification bond of Rs 50,000 to demo_payment@invalid right now. Reference Case #1053.",authority_impersonation_scam,call,en,synthetic_reviewed
Your SIM card registered with Test Telecom will be permanently terminated within 2 hours by order of Department of Telecom due to harassment complaints. Press 9 immediately to speak with our compliance inspector. Reference Case #1054.,authority_impersonation_scam,call,en,synthetic_reviewed
Main Sample Cyber Cell New Delhi se Inspector Verma bol raha hoon. Aapke naam par ek courier aaya hai jisme illegal items aur narcotics mile hain. Aapke khilaf arrest warrant jari ho gaya hai. Call disconnect mat karna aur kisi ko batana mat. Turant verification ke liye demo_payment@invalid par security deposit transfer karo. Reference Case #1055.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
Aapka Test Telecom ka connection agle 2 ghante me block kar diya jayega kyonki aapke number se illegal activities report hui hain. Bachne ke liye abhi hamare verification officer se baat kijiye aur details verify kariye. Reference Case #1056.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
Delhi Police Special Crime branch se call hai. Aapka bank account ek illegal betting syndicate se connected paya gaya hai. Aap abhi digital arrest me hain. Kamra band kijiye aur call kisi halat me mat katiye. Reference Case #1057.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
"Income Tax department notice: Aapke khate me Rs 5,00,000 ka unaccounted money aaya hai. Penalty se bachne ke liye abhi demo_refund@invalid par clearance tax submit karo nahi toh ghar par raid hogi. Reference Case #1058.",authority_impersonation_scam,call,en,synthetic_reviewed
Mumbai Crime Branch verification: Aapka passport suspend kiya ja raha hai. Agar apna naam clear karwana hai toh turant hamare officer ke sath line par rahiye aur video call join kijiye. Reference Case #1059.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
"Hello sir, I am calling from Example Bank technical department. Your net banking access has a high-risk security vulnerability. To secure your account, please download RemoteAssistDemo app from Play Store and read out the 9-digit session code. Reference Case #1060.",remote_access_scam,call,en,synthetic_reviewed
Calling from Test Telecom 5G technical support. Your SIM card is being upgraded to 5G. Kindly install SupportDemo from example.com and share your screen so our engineer can complete tower calibration. Reference Case #1061.,remote_access_scam,call,en,synthetic_reviewed
Customer Care from Example Bank: Unusual login detected from overseas. Install ScreenHelpDemo on your smartphone immediately and accept the remote connection prompt to protect your funds. Reference Case #1062.,remote_access_scam,call,en,synthetic_reviewed
Electricity Department Support: Your smart meter power connection will be cut off tonight at 9:30 PM. Download RemoteAssistDemo immediately to update your electricity bill meter configuration. Reference Case #1063.,remote_access_scam,call,en,synthetic_reviewed
"Credit Card Division: We are increasing your credit limit to Rs 5,00,000 with zero charges. Install SupportDemo app and enter your 16-digit card number and CVV on screen. Reference Case #1064.",remote_access_scam,call,en,synthetic_reviewed
"Namaste sir, main Example Bank customer service se baat kar raha hoon. Aapke account me unauthorized access hua hai. Account ko secure karne ke liye Play Store se RemoteAssistDemo download kijiye aur screen share code batayein. Reference Case #1065.",remote_access_scam,call,hi-en,synthetic_reviewed
Bijli vibhag alert: Aapka electricity bill update nahi hua hai. Aaj raat 10 baje line cut jayegi. Jaldi se SupportDemo app install karke meter update karwayein. Reference Case #1066.,remote_access_scam,call,en,synthetic_reviewed
Example Bank card division: Aapka reward points expire ho raha hai. Points redeem karke cash account me lene ke liye RemoteAssistDemo install karein aur permission allow karein. Reference Case #1067.,remote_access_scam,call,hi-en,synthetic_reviewed
Test Telecom KYC alert: Aapka biometric verification incomplete hai. SIM band hone se bachane ke liye ScreenHelpDemo app download karke online verification process complete karein. Reference Case #1068.,remote_access_scam,call,hi-en,synthetic_reviewed
"Loan approval officer calling: Aapka Rs 2,00,000 ka instant loan approve ho gaya hai. Payout lene ke liye RemoteAssistDemo install karke document share karein. Reference Case #1069.",remote_access_scam,call,hi-en,synthetic_reviewed
"Idhu Example Bank support inda call madthiroodu. Nimma account KYC update agilla, ivatte block agutthe. Bega RemoteAssistDemo app download madi code heli. Reference Case #1070.",remote_access_scam,call,kn-en,synthetic_reviewed
"Sample Cyber Office inda call. Nimma hesaralli illegal parcel seize agidhe. Call cut madbedi, digital custody alli idheera. demo_payment@invalid ge verification amount kalsi. Reference Case #1071.",authority_impersonation_scam,call,kn-en,synthetic_reviewed
"Electricity bill update illa antha power disconnect agutthe. SupportDemo app install madi verification mugisi, urgent. Reference Case #1072.",remote_access_scam,call,kn-en,synthetic_reviewed
Credit card limit 2 lakh ge jasti madlikke Example Bank inda call. ScreenHelpDemo app install madi screen share on madi. Reference Case #1073.,remote_access_scam,call,kn-en,synthetic_reviewed
"Test Telecom inda call, nimma SIM card within 2 hours deactivation agutthe. Turantagagi verification officer jothe matanadi. Reference Case #1074.",authority_impersonation_scam,call,kn-en,synthetic_reviewed
This is Officer Sharma calling from Sample Cyber Office New Delhi. A parcel sent in your name to Cambodia containing illegal passports and narcotics has been seized at customs. An arrest warrant has been issued against your Aadhaar number. Do not disconnect this call or tell anyone. You must transfer penalty funds to test_merchant@invalid immediately to verify innocence. Reference Case #1075.,authority_impersonation_scam,call,en,synthetic_reviewed
Calling from Supreme Court Enforcement Cell. Your mobile number +91 00000 00000 is linked to a multi-crore money laundering investigation. You are under immediate digital arrest. Stay on video call in a closed room and do not contact your family or lawyer. Reference Case #1076.,authority_impersonation_scam,call,en,synthetic_reviewed
"Attention, this is Deputy Commissioner calling from Central Crime Branch. A bank account registered under your credentials was used to receive illegal funds. Stay connected on Skype or WhatsApp video call for live statement recording. Reference Case #1077.",authority_impersonation_scam,call,en,synthetic_reviewed
"Notice from CBI Investigation Wing: Non-bailable warrant issued for your arrest in financial tax fraud. To apply for immediate bail clearance, deposit verification bond of Rs 50,000 to demo_payment@invalid right now. Reference Case #1078.",authority_impersonation_scam,call,en,synthetic_reviewed
Your SIM card registered with Test Telecom will be permanently terminated within 2 hours by order of Department of Telecom due to harassment complaints. Press 9 immediately to speak with our compliance inspector. Reference Case #1079.,authority_impersonation_scam,call,en,synthetic_reviewed
Main Sample Cyber Cell New Delhi se Inspector Verma bol raha hoon. Aapke naam par ek courier aaya hai jisme illegal items aur narcotics mile hain. Aapke khilaf arrest warrant jari ho gaya hai. Call disconnect mat karna aur kisi ko batana mat. Turant verification ke liye demo_payment@invalid par security deposit transfer karo. Reference Case #1080.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
Aapka Test Telecom ka connection agle 2 ghante me block kar diya jayega kyonki aapke number se illegal activities report hui hain. Bachne ke liye abhi hamare verification officer se baat kijiye aur details verify kariye. Reference Case #1081.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
Delhi Police Special Crime branch se call hai. Aapka bank account ek illegal betting syndicate se connected paya gaya hai. Aap abhi digital arrest me hain. Kamra band kijiye aur call kisi halat me mat katiye. Reference Case #1082.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
"Income Tax department notice: Aapke khate me Rs 5,00,000 ka unaccounted money aaya hai. Penalty se bachne ke liye abhi demo_refund@invalid par clearance tax submit karo nahi toh ghar par raid hogi. Reference Case #1083.",authority_impersonation_scam,call,en,synthetic_reviewed
Mumbai Crime Branch verification: Aapka passport suspend kiya ja raha hai. Agar apna naam clear karwana hai toh turant hamare officer ke sath line par rahiye aur video call join kijiye. Reference Case #1084.,authority_impersonation_scam,call,hi-en,synthetic_reviewed
"Hello sir, I am calling from Example Bank technical department. Your net banking access has a high-risk security vulnerability. To secure your account, please download RemoteAssistDemo app from Play Store and read out the 9-digit session code. Reference Case #1085.",remote_access_scam,call,en,synthetic_reviewed
Calling from Test Telecom 5G technical support. Your SIM card is being upgraded to 5G. Kindly install SupportDemo from example.com and share your screen so our engineer can complete tower calibration. Reference Case #1086.,remote_access_scam,call,en,synthetic_reviewed
Customer Care from Example Bank: Unusual login detected from overseas. Install ScreenHelpDemo on your smartphone immediately and accept the remote connection prompt to protect your funds. Reference Case #1087.,remote_access_scam,call,en,synthetic_reviewed
Electricity Department Support: Your smart meter power connection will be cut off tonight at 9:30 PM. Download RemoteAssistDemo immediately to update your electricity bill meter configuration. Reference Case #1088.,remote_access_scam,call,en,synthetic_reviewed
"Credit Card Division: We are increasing your credit limit to Rs 5,00,000 with zero charges. Install SupportDemo app and enter your 16-digit card number and CVV on screen. Reference Case #1089.",remote_access_scam,call,en,synthetic_reviewed
"Namaste sir, main Example Bank customer service se baat kar raha hoon. Aapke account me unauthorized access hua hai. Account ko secure karne ke liye Play Store se RemoteAssistDemo download kijiye aur screen share code batayein. Reference Case #1090.",remote_access_scam,call,hi-en,synthetic_reviewed
Bijli vibhag alert: Aapka electricity bill update nahi hua hai. Aaj raat 10 baje line cut jayegi. Jaldi se SupportDemo app install karke meter update karwayein. Reference Case #1091.,remote_access_scam,call,en,synthetic_reviewed
Example Bank card division: Aapka reward points expire ho raha hai. Points redeem karke cash account me lene ke liye RemoteAssistDemo install karein aur permission allow karein. Reference Case #1092.,remote_access_scam,call,hi-en,synthetic_reviewed
Test Telecom KYC alert: Aapka biometric verification incomplete hai. SIM band hone se bachane ke liye ScreenHelpDemo app download karke online verification process complete karein. Reference Case #1093.,remote_access_scam,call,hi-en,synthetic_reviewed
"Loan approval officer calling: Aapka Rs 2,00,000 ka instant loan approve ho gaya hai. Payout lene ke liye RemoteAssistDemo install karke document share karein. Reference Case #1094.",remote_access_scam,call,hi-en,synthetic_reviewed
"Idhu Example Bank support inda call madthiroodu. Nimma account KYC update agilla, ivatte block agutthe. Bega RemoteAssistDemo app download madi code heli. Reference Case #1095.",remote_access_scam,call,kn-en,synthetic_reviewed
"Sample Cyber Office inda call. Nimma hesaralli illegal parcel seize agidhe. Call cut madbedi, digital custody alli idheera. demo_payment@invalid ge verification amount kalsi. Reference Case #1096.",authority_impersonation_scam,call,kn-en,synthetic_reviewed
"Electricity bill update illa antha power disconnect agutthe. SupportDemo app install madi verification mugisi, urgent. Reference Case #1097.",remote_access_scam,call,kn-en,synthetic_reviewed
Credit card limit 2 lakh ge jasti madlikke Example Bank inda call. ScreenHelpDemo app install madi screen share on madi. Reference Case #1098.,remote_access_scam,call,kn-en,synthetic_reviewed
"Test Telecom inda call, nimma SIM card within 2 hours deactivation agutthe. Turantagagi verification officer jothe matanadi. Reference Case #1099.",authority_impersonation_scam,call,kn-en,synthetic_reviewed
